Tribe Full Name,Tribe,Tribe Alternate Name,Tribal Component,Salutation,First Name,Middle Name,Last Name,Suffix,aka,Job Title,Organization,BIA Region,BIA Agency,Address 1,Address 2,City,State,StateName,ZIPCode,Alaska,Phone,Fax,E-mail,Web Site,FEDEX Address 1,FEDEX Address 2,FEDEX City,FEDEX State,FEDEX ZipCode,Date Elected,Next Election,Directory,Notes,ANCSA Region,BLM Region,BOR Region,FWS Region,LCC,NPS Region,USGS Region,Latitude,Longitude,Modified
Pascua Yaqui Tribe of Arizona,Pascua Yaqui,,Tribe,,Robert,,Valencia,,,Chairman,,Western,Salt River Agency,7474 S. Camino de Oeste,,Tucson,AZ,Arizona,85757,No,(520) 883-5010,(520) 883-5014,robert.valencia@pascuayaqui-nsn.gov,http://www.pascuayaqui-nsn.gov,SAME,,,,,,,Tribal,,,Arizona,Lower Colorado,Region 2 - Southwest,,Intermountain,Southwest,32.1165976,-111.0642485,2/23/2017 14:03
Paskenta Band of Nomlaki Indians of California,Paskenta,,Tribe,,Andrew,,Alejandre,,,Chairman,,Pacific,Central California Agency,P.O. Box 709,,Corning,CA,California,96021,No,(530) 528-3538,(530) 528-3553,office@paskenta.org,,2655 Everett Freeman Way,,Corning,CA,96021,9/8/2012,9/8/2018,Tribal,Contact Tribe for election information.,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,39.9276572,-122.1791556,7/11/2017 10:52
Passamaquoddy Tribe - Indian Township,Passamaquoddy Indian Township,,Tribe,,William,,"Nicholas, Sr.",,,Chief,,Eastern,Eastern Regional Office,P.O. Box 301,,Princeton,ME,Maine,04668,No,(207) 796-2301,(207) 796-2420,chief.wnicholas@gmail.com,http://www.passamaquoddy.com,Tribal Office,US Route 1,Princeton,ME,04668,10/1/2014,9/30/2018,Tribal,,,Eastern States,,Region 5 - Northeast,North Atlantic,Northeast,Northeast,45.2234034,-67.5721648,2/23/2017 14:02
Passamaquoddy Tribe - Pleasant Point,Passamaquaddy Pleasant Point,,Tribe,,Ralph,E.,Dana,,,Chief,,Eastern,Eastern Regional Office,P.O. Box 343,,Perry,ME,Maine,04667,No,(207) 853-2600,(207) 853-6039,rdana@wabanaki.com,http://www.wabanaki.com,Tribal Office Building,9 Sakom Road,Perry,ME,04667,12/28/2014,9/30/2018,Tribal,"Was appointed to Chief on 1/20/2017, elected to Vice on 12/28/2016",,Eastern States,,Region 5 - Northeast,,Northeast,Northeast,45.0019615,-67.1002777,2/23/2017 14:02
"Pauma Band of Luiseno Mission Indians of the Pauma & Yuima Reservation, California",Pauma,Pauma & Yuima Reservation,Tribe,,Temet,,Aguilar,,,Chairperson,,Pacific,Southern California Agency,P.O. Box 369,,Pauma Valley,CA,California,92061,No,(760) 742-1289,(760) 742-3422,paumareservation@aol.com,http://www.paumatribe.com,1010 Pauma Reservation Road,,Pauma Valley,CA,92061,1/8/2017,12/31/2018,Tribal,Actual election date TBD.,,California,Lower Colorado,Region 8 - Pacific Southwest,California,Pacific West,Pacific,33.3033679,-116.9814167,6/23/2017 14:36
Pawnee Nation of Oklahoma,Pawnee,,Tribe,,Bruce,,Pratt,,,President,,Southern Plains,Pawnee Agency,P.O. Box 470,,Pawnee,OK,Oklahoma,74058,No,(918) 762-3621,(918) 762-6446,bpratt@pawneenation.org,http://www.pawneenation.org,881 Little Dee Drive,,Pawnee,OK,74058,1/31/2016,5/4/2019,Tribal,,,New Mexico,Great Plains,Region 2 - Southwest,,Intermountain,Southwest,36.3378321,-96.8039232,2/23/2017 14:02
"Pechanga Band of Luiseno Mission Indians of the Pechanga Reservation, California",Pechanga,Pechanga Reservation,Tribe,,Mark,,Macarro,,,Chairman,,Pacific,Southern California Agency,P.O.Box 1477,,Temecula,CA,California,92593,No,(951) 676-2768,(951) 695-1778,,http://www.pechanga-nsn.gov/,12705 Pechanga Road,,Temecula,CA,92392,,,Tribal,Actual election date TBD.,,California,Lower Colorado,Region 8 - Pacific Southwest,California,Pacific West,Pacific,33.5075041,-117.1217421,2/23/2017 14:02
Penobscot Nation,Penobscot,,Tribe,,Kirk,,Francis,,,Chief,,Eastern,Eastern Regional Office,12 Wabanaki Way,,Indian Island,ME,Maine,04468,No,(207) 827-7776,(207) 827-6042,kirk.francis@penobscotnation.org,http://www.penobscotnation.org,SAME,,,,,9/1/2014,9/1/2018,Tribal,,,Eastern States,,Region 5 - Northeast,North Atlantic,Northeast,Northeast,44.9536789,-68.6516983,2/23/2017 14:02
Peoria Tribe of Indians of Oklahoma,Peoria,,Tribe,,Craig,,Harper,,,Chief,,Eastern Oklahoma,Miami Agency,P.O. Box 1527,,Miami,OK,Oklahoma,74355,No,(918) 540-2535,(918) 540-2538,chiefharper@peoriatribe.com,http://www.peoriatribe.com,118 South Eight Tribes Trail,,Miami,OK,74355,3/3/2018,3/5/2022,Tribal,,,New Mexico,Great Plains,Region 2 - Southwest,Eastern Tallgrass Prairie and Big Rivers,Intermountain,Southwest,36.8752027,-94.8763283,3/7/2018 11:33
Picayune Rancheria of Chukchansi Indians of California,Picayune,Picayune Rancheria,Tribe,,Jennifer,,Ruiz,,,Chairperson,,Pacific,Central California Agency,8080 N. Palm Ave.,Suite 207,Fresno,CA,California,93711,No,(559) 412-5590,(559) 440-6494,,,SAME,,,,,10/7/2017,10/30/2019,Tribal,Contact PRO for more information.,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,36.8533631,-119.8051492,2/14/2018 11:17
"Pinoleville Pomo Nation, California",Pinoleville,Pinoleville Rancheria of Pomo Indians of California,Tribe,,Leona,,Williams,,,Chairperson,,Pacific,Pacific Regional Office,500 B Pinoleville Drive,,Ukiah,Ca,California,95482,No,(707) 463-1454,(707) 463-6601,,http://pinolevillepomonation.org,SAME,,,,,,,Tribal,,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,39.1796399,-123.2196454,2/23/2017 14:02
"Pit River Tribe, California",Pit River,,Tribe,,Mickey,,Gemmill,Jr.,,Chairperson,,Pacific,Northern California Agency,36970 Park Avenue,,Burney,CA,California,96013,No,(530) 335-5421,(530) 335-3140,receptionist@pitrivertribe.org,http://www.pitrivertribe.org,SAME,,,,,,,Tribal,,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,40.8761232,-121.6711219,2/23/2017 14:02
Poarch Band of Creeks,Poarch,,Tribe,,Stephanie,,Bryan,,,Chairwoman,,Eastern,Eastern Regional Office,5811 Jack Springs Road,,Atmore,AL,Alabama,36502,No,(251) 368-9136,(251) 368-1026,sbryan@pci-nsn.gov,http://www.poarchcreekindians.org,SAME,,,,,6/1/2014,6/1/2017,Tribal,,,Eastern States,,Region 4 - Southeast,,Southeast,Southeast,31.0960483,-87.5528806,2/23/2017 14:02
"Pokagon Band of Potawatomi Indians, Michigan & Indiana",Pokagon,,Tribe,,John,P,Warren,,,Chairperson,,Midwest,Michigan Agency,P.O. Box 180,,Dowagiac,MI,Michigan,49047,No,(269) 782-6323,(269) 782-9625,John.Warren@pokagonband-nsn.gov,http://www.pokagon.com,58620 Sink Road,,Dowagiac,MI,49047,7/11/2015,7/1/2018,Tribal,"Tribal Chairperson, Matthew Wesaw resigned October",,Eastern States,,Region 3 - Midwest,Eastern Tallgrass Prairie and Big Rivers,Midwest,Midwest,41.9842123,-86.1086228,2/23/2017 14:02
Ponca Tribe of Indians of Oklahoma,Ponca of Oklahoma,,Tribe,,Earl,S.,Howe,III,,Chairman,,Southern Plains,Southern Plains Regional Office,20 White Eagle Drive,,Ponca City,OK,Oklahoma,74601,No,(580) 762-8104,(580) 762-2743,thowe@ponca.com,http://www.ponca.com,SAME,,,,,12/20/2014,12/15/2018,Tribal,OSG,,New Mexico,Great Plains,Region 2 - Southwest,,Intermountain,Southwest,36.6029621,-97.0825393,2/23/2017 14:02
Ponca Tribe of Nebraska,Ponca of Nebraska,,Tribe,,Larry,,Wright,Jr.,,Chairman,,Great Plains,Yankton Agency,P.O. Box 288,,Niobrara,NE,Nebraska,68760,No,(402) 857-3391,(402) 857-3736,,http://www.poncatribe-ne.org,2521 Spruce Avenue,,Niobrara,NE,68760,11/4/2014,11/6/2018,Tribal,,,Wyoming,Great Plains,Region 6 - Mountain-Prairie,Eastern Tallgrass Prairie and Big Rivers,Midwest,Midwest,42.7547231,-98.0286823,2/23/2017 14:02
Port Gamble S'Klallam Tribe,Port Gamble,,Tribe,,Jeromy,C.,Sullivan,,,Chairman,,Northwest,Puget Sound Agency,31912 Little Boston Road NE,,Kingston,WA,Washington,98346-9700,No,(360) 297-2646,(360) 297-7097,dwellman@pgst.nsn.us,http://www.pgst.nsn.us,SAME,,,,,7/6/2015,7/2/2018,Tribal,,,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,47.8521554,-122.5693153,11/15/2017 11:44
"Potter Valley Tribe, California",Potter Valley,Potter Valley Tribe,Tribe,,Salvador,,Rosales,,,Chairman,,Pacific,Central California Agency,2251 South State Street,,Ukiah,CA,California,95482,No,(707) 462-1213,(707) 462-1240,pvysecretary@pottervalleytribe.com,http://www.pottervalleytribe.com,SAME,,,,,11/5/2012,11/5/2016,Tribal,,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,39.119572,-123.201475,2/23/2017 14:02
Prairie Band of Potawatomi Nation,Prairie Band,,Tribe,,Liana,,Onnen,,,Chairperson,,Southern Plains,Horton Agency,16281 Q Road,,Mayetta,KS,Kansas,66509,No,(785) 966-4000,(785) 966-4009,Liana@pbpnation.org,http://www.pbpindiantribe.com,SAME,,,,,7/26/2014,7/28/2018,Tribal,,,New Mexico,Great Plains,Region 6 - Mountain-Prairie,Eastern Tallgrass Prairie and Big Rivers,Midwest,Southwest,39.3414353,-95.7393968,2/23/2017 14:02
Prairie Island Indian Community in the State of MN,Prairie Island,,Tribe,,Shelley,,Buck,,,President,,Midwest,Midwest Regional Office,5636 Sturgeon Lake Road,,Welch,MN,Minnesota,55089,No,(651) 385-2554,(651) 385-4180,Sbartell@piic.org,http://www.prairieisland.org,SAME,,,,,,11/1/2019,Tribal,,,Eastern States,,Region 3 - Midwest,Eastern Tallgrass Prairie and Big Rivers,Midwest,Midwest,44.629353,-92.6439621,12/18/2017 16:14
"Pueblo of Acoma, New Mexico",Pueblo of Acoma,,Tribe,,Kurt,,Riley,,,Governor,,Southwest,Southern Pueblos Agency,P.O. Box 309,,Acoma,NM,New Mexico,87034,No,(505) 552-6604,(505) 552-7204,governor@puebloofacoma.org,http://www.puebloofacoma.org,25 Pinsbaari Drive,,Acoma,NM,87034,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,34.7100168,-107.5741855,4/10/2018 14:23
"Pueblo of Cochiti, New Mexico",Pueblo of Cochiti,,Tribe,,Dwayne,,Herrera,,,Governor,,Southwest,Southern Pueblos Agency,P.O. Box 70,,Cochiti,NM,New Mexico,87072,No,(505) 465-2244,(505) 465-1135,@pueblodecochiti.org,,255 Cochiti Street,,Cochiti,NM,87072,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,35.60892,-106.3503042,4/10/2018 14:23
"Pueblo of Isleta, New Mexico",Pueblo of Isleta,,Tribe,,J. Robert,,Benavides,,,Governor,,Southwest,Southern Pueblos Agency,P.O. Box 1270,,Isleta,NM,New Mexico,87022,No,(505) 869-3111,(505) 869-4236,Poigov@isletapueblo.com,http://www.Isletapueblo.com,"Tribal Road 40,",Building 117-A,Isleta,NM,87022,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,34.905734,-106.6925062,4/10/2018 14:23
"Pueblo of Jemez, New Mexico",Pueblo of Jemez,,Tribe,,Paul,S.,Chinana,,,Governor,,Southwest,Southern Pueblos Agency,P.O. Box 100,,Jemez Pueblo,NM,New Mexico,87024,No,(575) 834-7359,(575) 834-7331,,,4471 Highway 4,,Jemez Pueblo,NM,87024,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,35.6139173,-106.725868,4/10/2018 14:23
"Pueblo of Laguna, New Mexico",Pueblo of Laguna,,Tribe,,Virgil,A.,Siow,,,Governor,,Southwest,Laguna Agency,P.O. Box 194,,Laguna,NM,New Mexico,87026,No,(505) 552-6654,(505) 552-6941,info@lagunatribe.org,,101 Capitol Drive,,Laguna,NM,87026,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,34.9368642,-107.1957203,4/10/2018 14:22
"Pueblo of Nambe, New Mexico",Pueblo of Nambe,,Tribe,,Phillip,,Perez,,,Governor,,Southwest,Northern Pueblos Agency,"Route 1, Box 117-BB",,Santa Fe,NM,New Mexico,87506,No,(505) 455-2036,(505) 455-2038,governor@nambepueblo.org,,15-A NP 102 West,,Santa Fe,NM,75406,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,35.8890389,-106.0657318,4/10/2018 14:22
"Pueblo of Picuris, New Mexico",Pueblo of Picuris,,Tribe,,Craig,,Quanchello,,,Governor,,Southwest,Northern Pueblos Agency,P.O. Box 127,,Penasco,NM,New Mexico,87553,No,(575) 587-2519,(575) 587-1071,governor@picurispueblo.org,,State Highway 75,,Penasco,NM,87533,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,36.2235757,-105.7585908,4/10/2018 14:22
"Pueblo of Pojoaque, New Mexico",Pueblo of Pojoaque,,Tribe,,Joseph,M.,Talachy,,,Governor,,Southwest,Northern Pueblos Agency,78 Cities of Gold Road,,Santa Fe,NM,New Mexico,87506,No,(505) 819-2277,(505) 819-2299,,,SAME,,,,,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,35.8823183,-106.0122993,4/10/2018 14:23
"Pueblo of San Felipe, New Mexico",Pueblo of San Felipe,,Tribe,,Anthony ,,Ortiz,,,Governor,,Southwest,Southern Pueblos Agency,P.O. Box 4339,,San Felipe Pueblo,NM,New Mexico,87001,No,(505) 867-3381,(505) 867-3383,@sfpueblo.com,,127 Hagen Road,,San Felipe Pueblo,NM,87001,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,35.4339248,-106.4466927,4/10/2018 14:23
"Pueblo of San Ildefonso, New Mexico",Pueblo of San Ildefonso,,Tribe,,Perry,,Martinez,,,Governor,,Southwest,Northern Pueblos Agency,"Route 5, Box 315-A",,Santa Fe,NM,New Mexico,87506,No,(505) 455-2273,(505) 455-7351,,,2 Tunyo Ope.,,Santa Fe,NM,87501,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,35.8890389,-106.0657318,4/10/2018 14:23
"Pueblo of Sandia, New Mexico",Pueblo of Sandia,,Tribe,,Richard,,Bernal,,,Governor,,Southwest,Southern Pueblos Agency,481 Sandia Loop,,Bernalillo,NM,New Mexico,87004,No,(505) 867-3317,(505) 867-9235,,,SAME,,,,,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,35.2548761,-106.5728302,4/10/2018 14:24
"Pueblo of Santa Ana, New Mexico",Pueblo of Santa Ana,,Tribe,,Glenn,,Tenorio,,,Governor,,Southwest,Southern Pueblos Agency,2 Dove Road,,Santa Ana Pueblo,NM,New Mexico,87004,No,(505) 867-3301,(505) 867-3395,governors@santaana-nsn.gov,http://www.santaana-nsn.gov,SAME,,,,,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,35.343659,-106.530655,4/10/2018 14:24
"Pueblo of Santa Clara, New Mexico",Pueblo of Santa Clara,,Tribe,,J. Michael,,Chavarria,,,Governor,,Southwest,Northern Pueblos Agency,P.O. Box 580,,Espanola,NM,New Mexico,87532,No,(505) 753-7330,(505) 753-5375,governor@santaclarapueblo.org,,1 Tea Street,,Espanola,NM,87532,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,35.9909772,-106.0817705,4/10/2018 14:23
"Pueblo of Taos, New Mexico",Pueblo of Taos,,Tribe,,Gilbert,,Suazo,Sr.,,Governor,,Southwest,Northern Pueblos Agency,P.O. Box 1846,,Taos,NM,New Mexico,87571,No,(575) 758-9593,(575) 758-4604,governor@taospueblo.org,,120A Veterans Highway,,Taos,NM,87571,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,36.4072485,-105.5730665,4/10/2018 14:23
"Pueblo of Tesuque, New Mexico",Pueblo of Tesuque,,Tribe,,Frederick,,Vigil,,,Governor,,Southwest,Northern Pueblos Agency,"RR 42, Box 360-T",,Santa Fe,NM,New Mexico,87506-2632,No,(505) 983-2667,(505) 982-2331,,,TP 804,Building 4 - Tribal Office,Santa Fe,NM,87506,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,35.4035486,-106.2172728,4/10/2018 14:23
"Pueblo of Zia, New Mexico",Pueblo of Zia,,Tribe,,Anthony,,Delgarito,,,Governor,,Southwest,Southern Pueblos Agency,135 Capitol Square Drive,,Zia Pueblo,NM,New Mexico,87053-6013,No,(505) 867-3304,(505) 867-3308,tammylpino@yahoo.com,,SAME,,,,,,,Tribal,,,New Mexico,Upper Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,35.4981866,-106.72947,4/10/2018 14:24
Puyallup Tribe of the Puyallup Reservation,Puyallup,,Tribe,,Bill,,Sterud,,,Chairman,,Northwest,Puget Sound Agency,3009 East Portland Avenue,,Tacoma,WA,Washington,98404-4926,No,(253) 573-7800,(253) 680-5996,angel.robertiello@puyalluptribe.com,http://www.puyallup-tribe.com,SAME,,,,,6/11/2014,6/1/2018,Tribal,"Election date approximate (Always in June, but date varies)",,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,47.236319,-122.4095609,11/15/2017 11:47
"Pyramid Lake Paiute Tribe of the Pyramid Lake Reservation, Nevada",Pyramid Lake,,Tribe,,Vinton,,Hawley,,,Chairman,,Western,Western Nevada Agency,P.O. Box 256,,Nixon,NV,Nevada,89424,No,(775) 574-1000,(775) 574-1008,,,,,,,,,,Tribal,,,Nevada,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,39.8318537,-119.3579527,2/23/2017 14:03
Quartz Valley Indian Community of the Quartz Valley Reservation of California,Quartz Valley,,Tribe,,Frieda,,Bennett,,,Chairwoman,,Pacific,Northern California Agency,13601 Quartz Valley Road,,Fort Jones,CA,California,96032,No,(530) 468-5907,(530) 468-5908,receptionist@qvir.com,http://www.qvir.com,SAME,,,,,6/30/2017,6/30/2019,Tribal,Actual election date TBD.,,California,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,41.6010261,-122.9750197,2/20/2018 13:53
"Quechan Tribe of the Fort Yuma Indian Reservation, California & Arizona",Quechan,,Tribe,,Keeny,,Escalanti,Sr.,,President,,Western,Fort Yuma Agency,P.O. Box 1899,,Yuma,AZ,Arizona,85366,No,(760) 572-0213,(760) 572-2102,QITPres@quechanindiantribe.com,,350 Picacho Road,,Winterhaven,CA,92283,,,Tribal,,,Arizona,Lower Colorado,Region 2 - Southwest,,Intermountain,Southwest,32.687169,-114.6246981,4/3/2017 9:55
Quileute Tribe of the Quileute Reservation,Quileute,,Tribe,,Douglas,,Woodruff,Jr.,,Chairman,,Northwest,Olympic Peninsula Agency,P.O. Box 279,,La Push,WA,Washington,98350-0279,No,(360) 374-6163,(360) 374-6311,renee.woodruff@quileutetribe.com,http://www.quileutenation.org,90 Main Street,,La Push,WA,98350,1/12/2018,1/18/2019,Tribal,Date of next election is approximate.,,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,47.9081335,-124.6352255,1/29/2018 9:29
Quinault Indian Nation,Quinault,,Tribe,,Fawn,,Sharp,,,President,,Northwest,Taholah Agency,P.O. Box 189,,Taholah,WA,Washington,98587-0189,No,(360) 276-8211,(360) 276-8256,fsharp@quinault.org,http://www.quinaultindiannation.com,1214 Aalis Drive,,Taholah,WA,98587,4/28/2015,3/29/2019,Tribal,,,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,47.3473047,-124.29324,3/29/2018 8:29
Ramah Navajo Chapter,Ramah,,Tribe,,Cecil,F.,Eriacho,,,President,,Southwest,Ramah Navajo Agency,"HC-61, Box 13",,Ramah,NM,New Mexico,87321,No,(505) 775-7130,(505) 775-7137,,,SAME,,,,,,,Tribal,,,New Mexico,Lower Colorado,Region 2 - Southwest,,Intermountain,Southwest,35.1330889,-108.491741,2/23/2017 14:02
"Ramona Band of Cahuilla, California",Ramona,Ramona Band or Village of Cahuilla Mission Indians of California,Tribe,,Joseph,,Hamilton,,,Chairman,,Pacific,Southern California Agency,P.O. Box 391670,,Anza,CA,California,92539,No,(951) 763-4105,(951) 763-4325,,http://ramonaband.com,56310 Highway 371,Suite B,Anza,CA,92539,,,Tribal,Contact Tribe for election information.,,California,Lower Colorado,Region 8 - Pacific Southwest,,Pacific West,Pacific,33.5257713,-116.6317514,2/23/2017 14:02
Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin,Red Cliff,,Tribe,,Rick,,Peterson,,,Chairman,,Midwest,Great Lakes Agency,88385 Pike Road,Highway 13,Bayfield,WI,Wisconsin,54814,No,(715) 779-3700,(715) 779-3704,Richard.Peterson@redcliff-nsn.gov,http://www.redcliff-nsn.gov,88385 Pike Road,,Bayfield,WI,54814,7/7/2015,7/1/2017,Tribal,Chairman's Asst. Jean Gordonjean.gordon@redcliff-nsn.gov,,Eastern States,,Region 3 - Midwest,,Midwest,Midwest,46.8472313,-91.1087337,7/18/2017 12:05
"Red Lake Band of Chippewa Indians, Minnesota",Red Lake,,Tribe,,Darrell,,Seki,,,Chairman,,Midwest,Midwest Regional Office,P.O. Box 550,,Red Lake,MN,Minnesota,56671,No,(218) 679-3341,(218) 679-3378,dseki@redlakenation.org,http://www.redlakenation.org/,"Hwy 1 East, 24200 Council Street",,Red Lake,MN,56671,5/14/2014,5/9/2018,Tribal,,,Eastern States,,Region 3 - Midwest,,Midwest,Midwest,47.876346,-95.0169401,6/19/2017 11:33
"Redding Rancheria, California",Redding,,Tribe,,Jack,,Potter,Jr.,,Chairman,,Pacific,Pacific Regional Office,2000 Redding Rancheria Road,,Redding,CA,California,96001,No,(530) 225-8979,(530) 241-1879,reception@redding-rancheria.com,http://www.redding-rancheria.com,SAME,,,,,,,Tribal,,,California,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,40.5069031,-122.3858174,2/23/2017 14:02
Redwood Valley or Little River Band of Pomo Indians of the Redwood Valley Rancheria California,Redwood Valley,Redwood Valley Rancheria,Tribe,,Debra,,Ramirez,,,Chairperson,,Pacific,Central California Agency,3250 Road I,,Redwood Valley,CA,California,95470,No,(707) 485-0361,(707) 485-5726,redwoodres@pacific.net,,,,,,,7/15/2012,7/15/2015,Tribal,,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,39.287016,-123.184024,2/23/2017 14:02
"Reno-Sparks Indian Colony, Nevada",Reno-Sparks,,Tribe,,Arlan,D.,Melendez,,,Chairman,,Western,Western Nevada Agency,34 Reservation Road,,Reno,NV,Nevada,89502,No,(775) 329-2936,(775) 329-8710,amelendez@rsic.org,,SAME,,,,,,,Tribal,,,Nevada,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,39.5285413,-119.7858501,2/23/2017 14:03
"Resighini Rancheria, California",Resighini,,Tribe,,Fawn,,Murphy,,,President,,Pacific,Northern California Agency,P.O. Box 529,,Klamath,CA,California,95548,No,(707) 482-2431,(707) 482-3425,resighini@gmail.com,http://www.resighinirancheria.com,158 East Klamath Beach Road,,Klamath,CA,95548,12/20/2017,,Tribal,,,California,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,41.5265092,-124.0384069,4/11/2018 11:34
